log_id,intention_id,title,category,motivation,date_created,event_date,event_type,hours_spent,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,note
1090,269,Learn touch typing,Learning & Skills,Obligation / should-do,2025/06/01,01 Jun 2025,CREATED,0.0,3.0,2.0,3.0,,19.2,No,,
1091,309,Plan a weekend getaway,travel,Obligation / should-do,2025-03-07,2025-03-07,CREATED,0.0,3.0,4.0,5.0,1.0,4.7,no,,
1092,149,Improve sleep schedule,Fitness & Health,Social connection,10 Apr 2025,10 Apr 2025,CREATED,0.0,1.0,1.0,2.0,1.0,13.0,FALSE,,
1093,146,Plan a trip itinerary,TRAVEL ,Career advancement,27/03/2024,18/04/2024,Researched,,2.0,2.0,3.0,1.0,4.1,N,,
1094,63,Research investment options,FINANCIAL,Financial security,09-11-2024,11/09/2024,New,0.0,2.0,3.0,4.0,3.0,26.4,Y,2024-12-21,
1095,172,Call an old friend,RELATIONSHIPS,Creative expression,12 Jul 2023,07-12-2023,Created,0.0,2.0,1.0,3.0,1.0,14.4,,,
1096,265,NETWORK WITH 5 PEOPLE IN TARGET INDUSTRY,Career ,Personal growth,11-05-2023,2023/11/05,Created,0.0,3.0,3.0,3.0,3.0,8.7,N,,
1097,57,Research visa requirements,TRAVEL ,Career advancement,08 Feb 2025,02 Apr 2025,Research,1.0,3.0,3.0,5.0,1.0,55.7,,,
1098,212,WRITE A LONG-OVERDUE MESSAGE,Relationship,Curiosity / fun,25 Jul 2023,2023/07/25,created,0.0,2.0,2.0,4.0,2.0,5.9,Yes,2023-12-24,
1099,159,Train for a 5k run,Fitness & Health,Social connection,03 Mar 2023,28/05/2023,Continued,1.0,3.0,2.0,3.0,1.0,3.1,yes,2023-06-03,
1100,228,research career change options,career,Creative expression,10 Oct 2023,24 Oct 2023,Researched,2.3,4.0,4.0,1.0,3.0,15.3,1,2023-11-24,
1101,174,PLAN A TRIP ITINERARY,Travel,Financial security,05 May 2023,2023/08/09,PLANNED,0.0,2.0,2.0,3.0,2.0,49.9,Yes,2023-10-27,
1102,73,Update personal records,Home and Admin,Financial security,2025-04-01,2025/04/15,Research,600.0,3.0,4.0,3.0,2.0,15.2,0,,
1103,276, Try a new craft technique  ,Creative,Health & wellbeing,03-08-2025,2025/07/30,Completed,0.0,2.0,,4.0,1.0,42.2,1,2025-07-30,
1104,72,Cut down on sugar,FITNESS & HEALTH,Personal growth,21 Jun 2025,2025-06-21,CREATED,0.0,2.0,2.0,3.0,1.0,3.9,No,,
1105,316,Plan a family visit,RELATIONSHIPS,Health & wellbeing,19/01/2024,2024/04/12,start,0.0,3.0,1.0,4.0,1.0,3.9,Yes,2024-04-23,
1106,139,Build a personal dashboard,side project,Curiosity / fun,2023/12/19,2023-12-26,researching,0.2,2.0,medium,2.0,3.0,13.9,,,
1107,296,compare insurance providers,Finance,Health & wellbeing,2023-05-13,2023/05/13,Created,0.0,,2.0,3.0,1.0,5.5,No,,
1108,165,Research flights for a trip,Travel,Social connection,10-29-2024,11-17-2024,Research,-1.7,2.0,4.0,5.0,1.0,5.5,no,,
1109,303,Automate a recurring bill payment,Home and Admin,Personal growth,05-15-2023,2023-05-15,Created,0.0,1.0,2.0,2.0,1.0,,False,,
1110,5, Start sketching daily  ,Creative,Personal growth,26/08/2024,11-12-2024,planning,0.0,4.0,2.0,3.0,1.0,5.0,TRUE,2024-09-10,
1111,134,Plan a savings goal,financial,Career advancement,19/12/2024,01-27-2025,Researched,0.5,3.0,low,5.0,1.0,21.8,,,
1112,195,Book a long-postponed trip,Travel,Career advancement,2024-12-11,2024/12/14,Researched,0.8,3.0,1.0,4.0,,5.5,,,
1113,235,Get a professional certification, Career,Health & wellbeing,29/09/2023,07 Nov 2023,Postponed,0.0,4.0,,3.0,2.0,4.1,yes,2024-01-28,Blocked by dependency
1114,247,Finish an online Python course,Learning&Skills,Health & wellbeing,01 May 2025,05-16-2025,Started,0.0,2.0,1.0,3.0,5.0,4.0,1,2025-09-02,
1115,269,Learn touch typing,LEARNING & SKILLS,Obligation / should-do,01/06/2025,08/07/2025,RESEARCHED,0.8,3.0,2.0,medium,4.0,19.2,N,,
1116,136,Prototype a small app idea,SIDE PROJECT,Creative expression,2024-12-08,17/01/2025,RESEARCHED,0.6,2.0,,5.0,3.0,25.6,0,,
1117,127,Book a long-postponed trip,TRAVEL ,Creative expression,2024-03-19,2024-05-07,Began,0.0,1.0,4.0,3.0,,3.3,N,,
1118,98,Build a personal dashboard,side project,Creative expression,01/09/2024,09-01-2024,New,,1.0,1.0,2.0,4.0,18.1,0,,
1119,222,Research a relocation destination,Travel,Personal growth,10/04/2023,10 Apr 2023,New,0.0,low,3.0,2.0,1.0,45.7,Yes,2023-09-08,
1120,139,build a personal dashboard,Side Project,Curiosity / fun,19/12/2023,2024/01/13,Research,0.3,2.0,3.0,2.0,3.0,13.9,,,
1121,39,Start a freelance side gig,SIDE PROJECT,Financial security,2023/10/13,03-03-2024,continued work,2.8,2.0,3.0,3.0,,9.5,,,
1122,116,CREATE A MONTHLY BUDGET,FINANCIAL,Career advancement,04-26-2024,2024-05-09,planning,0.0,1.0,2.0,4.0,1.0,22.9,Y,2024-09-25,
1123,113,WRITE A LONG-OVERDUE MESSAGE,RELATIONSHIPS,Career advancement,06 Jun 2025,06-06-2025,Created,0.0,3.0,5.0,4.0,1.0,24.1,0,,
1124,312,Start a small blog,side project,Social connection,19/10/2023,2024-01-24,Postponed,0.0,3.0,3.0,2.0,4.0,6.4,,2023-12-13,No accountability
1125,201,Plan a weekend getaway,travel,Health & wellbeing,24 Nov 2024,24 Nov 2024,Created,0.0,4.0,,3.0,,15.3,False,,
1126,274,learn touch typing,Learning & Skills,Obligation / should-do,2025-05-14,2025/05/14,created,0.0,3.0,2.0,2.0,1.0,3.7,True,2025-09-16,
1127,270,Build a portfolio website,career,Obligation / should-do,21/03/2023,03-21-2023,CREATED,0.0,1.0,1.0,4.0,1.0,6.7,0,,
1128,306,Plan a road trip route,TRAVEL ,Creative expression,2023/10/19,2024-01-29,continued work,0.6,4.0,4.0,5.0,1.0,3.0,0,,
1129,133,Learn key phrases for a trip,Travel,Curiosity / fun,30/12/2023,02-07-2024,researching,0.2,2.0,1.0,3.0,1.0,4.3,no,,
1130,70,Fix a recurring household issue,HOME & ADMIN,Curiosity / fun,29 Nov 2024,2024-11-29,CREATED,0.0,3.0,1.0,1.0,1.0,6.7,TRUE,2025-01-08,
1131,309,Plan a weekend getaway,travel,Obligation / should-do,07/03/2025,25 May 2025,Began,0.0,3.0,4.0,5.0,1.0,4.7,no,,
1132,146,Plan a trip itinerary,Travel,Career advancement,27/03/2024,02 May 2024,planning,0.0,2.0,2.0,3.0,1.0,4.1,No,,
1133,171,Build a personal data project,SIDE PROJECT,Creative expression,11-04-2024,11-24-2024,researching,2.9,2.0,,2.0,4.0,29.3,False,,
1134,209,start a puzzle-solving habit,Hobby,Personal growth,2024/11/25,01/12/2024,RESEARCHED,,5.0,2.0,4.0,1.0,7.0,FALSE,,
1135,234,Learn SQL properly,learning and skills,Curiosity / fun,15/05/2023,2023-05-15,created,0.0,5.0,,4.0,3.0,17.6,True,2023-07-28,
1136,276, Try a new craft technique  ,creative,Health & wellbeing,2025-03-08,08 Mar 2025,CREATED,0.0,2.0,1.0,4.0,1.0,42.2,TRUE,2025-07-30,
1137,118,Network with 5 people in target industry,Career,Personal growth,24 Jul 2023,24 Jul 2023,created,0.0,3.0,2.0,2.0,3.0,3.8,No,,
1138,247,Finish an online Python course,LEARNING & SKILLS,Health & wellbeing,2025-05-01,2025-05-10,RESEARCHED,1.6,2.0,,3.0,5.0,4.0,TRUE,2025-09-02,
1139,155,Start a small blog,SIDE PROJECT,Creative expression,06-10-2023,10/06/2023,New,0.0,3.0,1.0,4.0,3.0,14.3,TRUE,2023-10-17,
1140,271, Start a small garden  ,hobby,Social connection,27/12/2024,2025/01/27,Planned,0.0,1.0,1.0,4.0,2.0,4.9,no,,
1141,191,Automate a recurring bill payment,Home & Admin,Health & wellbeing,12-10-2024,10/12/2024,Created,0.0,2.0,3.0,1.0,3.0,7.6,N,,
1142,135,prototype a small app idea,SIDE PROJECT,Creative expression,2023-03-29,18 Jul 2023,continued work,1.1,high,,2.0,1.0,2.3,TRUE,2023-07-25,
1143,293,complete a data visualization course,Learning&Skills,Obligation / should-do,07 Apr 2023,04-30-2023,delayed,0.0,3.0,1.0,3.0,,4.8,,,No accountability
1144,267,Improve sleep schedule,Fitness & Health,Financial security,25/01/2024,12/05/2024,Postponed,0.0,4.0,4.0,3.0,3.0,9.3,N,,Overestimated effort required
1145,51,Organize digital files,Home & Admin,Personal growth,2023/02/21,03-14-2023,Planned,0.0,1.0,3.0,5.0,2.0,2.1,No,,
1146,122,Start a small garden,HOBBY,Financial security,2024-02-11,02 Mar 2024,Planned,0.0,5.0,1.0,1.0,,31.4,N,,
1147,43,Get a professional certification,Career ,Curiosity / fun,04/03/2023,03-24-2023,Research,0.2,3.0,3.0,4.0,,6.1,,,
1148,18,learn a new design software,CREATIVE ,Creative expression,2024-02-10,2024-02-10,New,0.0,2.0,3.0,,1.0,13.0,0,,
1149,74,Build an emergency fund,FINANCIAL,Obligation / should-do,17 Mar 2025,03-17-2025,Created,0.0,2.0,2.0,3.0,2.0,4.1,N,,
1150,202,Research visa requirements,Travel,Obligation / should-do,24 Aug 2024,2024-09-01,Research,0.8,3.0,3.0,4.0,2.0,5.0,False,,
1151,100,Learn to cook healthier meals,Fitness & Health,Social connection,05/04/2024,2024/04/28,RESEARCHED,4.1,3.0,1.0,3.0,1.0,2.4,yes,2024-06-21,
1152,296,Compare insurance providers,Financial,Health & wellbeing,05-13-2023,07-27-2023,Abandoned,0.0,3.0,2.0,3.0,1.0,,FALSE,,Lack of time
1153,174,Plan a trip itinerary,TRAVEL ,Financial security,05-05-2023,2023-08-25,Began,0.0,2.0,2.0,3.0,2.0,49.9,yes,2023-10-27,
1154,39,Start a freelance side gig,SideProject,Financial security,2023-10-13,2023-10-26,RESEARCHED,1.4,2.0,medium,3.0,1.0,9.5,False,,
1155,170,Research a relocation destination,travel,Obligation / should-do,2023/11/19,11-19-2023,New,0.0,3.0,2.0,5.0,1.0,5.1,Y,2024-01-01,
1156,289,Learn basic public speaking,learning and skills,Creative expression,23/10/2024,12-02-2024,RESEARCHED,0.6,3.0,4.0,3.0,,11.7,True,2025-01-08,
1157,254,Start a puzzle-solving habit,Hobby,Social connection,30 Jan 2023,05-19-2023,worked on it,15.3,1.0,2.0,2.0,1.0,24.8,Yes,2023-08-11,
1158,54,Complete a data visualization course,learning and skills,Health & wellbeing,08-15-2024,25 Sep 2024,Researched,0.7,1.0,4.0,1.0,1.0,9.2,,,
1159,263,Plan a family visit,Relationships,Creative expression,2023/10/18,11-11-2023,RESEARCHED,1.6,3.0,3.0,5.0,2.0,,,,
1160,134,plan a savings goal,Financial,Career advancement,2024-12-19,01-09-2025,RESEARCHED,0.9,3.0,2.0,5.0,,21.8,0,,
1161,281,Start a reading challenge,hobby,Curiosity / fun,27/11/2023,2023-11-27,created,0.0,2.0,3.0,4.0,2.0,20.0,,,
1162,84,Automate a recurring bill payment,Home & Admin,Curiosity / fun,13/03/2023,09 Jun 2023,worked on it,1.6,2.0,4.0,3.0,2.0,,False,,
1163,165,Research flights for a trip,travel,Social connection,2024-10-29,2025-04-08,Continued,0.8,2.0,4.0,5.0,1.0,5.5,,,
1164,30,Finish a painting series,Creativity,Health & wellbeing,04 Sep 2023,2023-12-20,Continued,,4.0,1.0,1.0,2.0,10.7,No,,
1165,320,Learn to use Power BI,LEARNING & SKILLS,Career advancement,01 Sep 2023,01/09/2023,CREATED,0.0,2.0,3.0,5.0,2.0,4.2,FALSE,,
1166,195,Book a long-postponed trip,TRAVEL ,Career advancement,12-11-2024,2024-12-11,New,,3.0,1.0,4.0,,5.5,False,,
1167,117,Deep clean the kitchen,HOME & ADMIN,Career advancement,2024/10/27,26 Jan 2025,ABANDONED,0.0,3.0,2.0,4.0,3.0,9.6,Yes,2025-04-25,Lack of money
1168,280,learn to cook healthier meals,Fitness and Health,Creative expression,20/04/2024,2024-04-23,researching,0.3,3.0,1.0,2.0,2.0,4.5,N,,
1169,174,PLAN A TRIP ITINERARY,Travel,Financial security,05/05/2023,2023-07-13,RESEARCHED,2.0,2.0,2.0,3.0,2.0,49.9,yes,2023-10-27,
1170,26,Ask for a performance review,career,Health & wellbeing,27 May 2024,14/07/2024,Planned,0.0,5.0,1.0,2.0,2.0,5.2,FALSE,,
1171,232,Renew an expiring document,Home and Admin,Career advancement,18/03/2025,03-18-2025,CREATED,0.0,4.0,1.0,5.0,2.0,6.1,FALSE,,
1172,295,Organize digital files,Home & Admin,Curiosity / fun,19 Aug 2024,2024/09/09,Researched,0.4,4.0,very low,3.0,1.0,4.0,No,,
1173,165,RESEARCH FLIGHTS FOR A TRIP,Travel,Social connection,10-29-2024,01-06-2025,STARTED ,0.0,2.0,4.0,5.0,1.0,5.5,0,,
1174,131,Track spending for a month,financial,Obligation / should-do,07/09/2023,10-23-2023,Researched,0.4,5.0,3.0,3.0,,82.8,N,,
1175,111,learn to cook healthier meals,fitness/health,Career advancement,11/05/2023,10 Sep 2023,worked on it,1.0,,2.0,4.0,1.0,11.1,FALSE,,
1176,30,Finish a painting series,Creativity,Health & wellbeing,04 Sep 2023,2023/10/18,Postponed,0.0,4.0,1.0,1.0,2.0,10.7,False,,Low energy / burnout
1177,167,Study for a certification exam,LEARNING & SKILLS,Curiosity / fun,2023-12-23,2024-02-22,gave up,0.0,1.0,1.0,2.0,1.0,7.9,no,,Lack of money
1178,212,Write a long-overdue message,Relationship,Curiosity / fun,2023/07/25,2023/08/16,Research,1.7,2.0,2.0,4.0,2.0,5.9,1,2023-12-24,
1179,267,Improve sleep schedule,fitness/health,Financial security,01-25-2024,2024/02/15,RESEARCHED,1.5,4.0,4.0,3.0,3.0,9.3,FALSE,,
1180,236,study for a certification exam,Learning & Skills,Health & wellbeing,04 Apr 2024,2024-04-04,New,0.0,2.0,1.0,3.0,1.0,3.0,no,,
1181,1,Learn SQL properly,Learning&Skills,Personal growth,29/01/2025,2025-01-29,created,0.0,3.0,,4.0,4.0,6.6,True,2025-04-10,
1182,203,Track spending for a month,Financial,Obligation / should-do,05-15-2025,2025-05-15,New,0.0,4.0,2.0,5.0,1.0,39.0,,,
1183,301,Improve sleep schedule,FITNESS & HEALTH,Health & wellbeing,21 Mar 2023,04-06-2023,Research,0.3,4.0,1.0,2.0,1.0,,,,
1184,89,pay off a small debt,Financial,Curiosity / fun,2023/08/04,08-04-2023,New,0.0,3.0,2.0,1.0,2.0,2.5,no,,
1185,103,Improve sleep schedule,Fitness & Health,Personal growth,25/08/2023,08-28-2023,RESEARCHED,0.3,3.0,2.0,3.0,,4.9,N,,
1186,285,Finish an online Python course,Learning & Skills,Obligation / should-do,2024/09/21,2024-10-10,Researched,2.4,3.0,,2.0,1.0,3.2,No,,
1187,154,Redesign a personal art portfolio,Creative,Personal growth,2024-11-07,07/11/2024,created,0.0,2.0,2.0,5.0,1.0,41.7,Y,2025-01-21,
1188,310,Cut down on sugar,fitness/health,Social connection,31/03/2025,31 Mar 2025,New,0.0,3.0,1.0,3.0,2.0,24.6,No,,
1189,122,Start a small garden,hobby,Financial security,11/02/2024,11 Feb 2024,Created,-0.0,5.0,1.0,1.0,1.0,31.4,False,,
1190,60,Start a photography project,creative,Social connection,19/10/2023,09/11/2023,Researched,0.7,2.0,3.0,3.0,2.0,14.4,Y,2024-03-20,
1191,137, Plan a solo trip  ,travel,Obligation / should-do,2023/04/06,06 Apr 2023,Created,0.0,3.0,1.0,2.0,2.0,2.7,FALSE,,
1192,214,Plan a weekend getaway,Travel,Health & wellbeing,03/02/2025,2025-03-24,postponed,0.0,1.0,1.0,4.0,1.0,,FALSE,,No accountability
1193,160,Research a relocation destination, Travel,Obligation / should-do,2024/04/24,16/05/2024,researching,1.4,4.0,2.0,4.0,1.0,8.4,N,,
1194,275,Start a small blog,SIDE PROJECT,Curiosity / fun,10/02/2024,2024-05-31,abandoned,0.0,3.0,4.0,1.0,1.0,30.7,FALSE,,Lack of motivation
1195,177,Plan a weekend getaway,Travel,Obligation / should-do,05/06/2024,2024-06-22,Researched,3.1,5.0,1.0,2.0,,15.1,False,,
1196,157,RESEARCH A RELOCATION DESTINATION, Travel,Financial security,2024-12-04,10/01/2025,RESEARCHED,0.6,3.0,1.0,3.0,2.0,13.5,Yes,2025-02-23,
1197,312,Start a small blog,side project,Social connection,19/10/2023,02 Nov 2023,researching,0.3,3.0,medium,2.0,,6.4,Yes,2023-12-13,
1198,305,Plan a solo trip, Travel,Financial security,25 Feb 2024,04/07/2024,abandoned,0.0,4.0,medium,3.0,1.0,5.8,no,,Perfectionism / fear of failure
1199,173,Plan a solo trip,travel,Social connection,2023-07-28,2023-09-05,worked on it,7.0,3.0,very low,5.0,3.0,4.7,1,2023-09-13,
1200,269,Learn touch typing,Learning & Skills,Obligation / should-do,2025-06-01,06-18-2025,Researched,1.7,3.0,2.0,3.0,4.0,19.2,N,,
1201,39,Start a freelance side gig,SideProject,Financial security,2023-10-13,05 Mar 2024,CONTINUED,,2.0,3.0,3.0,1.0,9.5,N,,
1202,101,Start a niche newsletter,side project,Health & wellbeing,03/10/2024,02 Jan 2025,Continued,5.8,4.0,4.0,1.0,3.0,4.5,1,2025-02-06,
1203,9,Plan a family visit,Relationships,Curiosity / fun,07-19-2024,2024-08-27,start,0.0,4.0,2.0,3.0,1.0,2.2,,,
1204,15,Create a travel budget,Travel,Financial security,2023/10/04,07/11/2023,Research,2.8,medium,4.0,3.0,3.0,0.8,False,,
1205,101,start a niche newsletter,Side Project,Health & wellbeing,03 Oct 2024,2024-12-06,start,0.0,4.0,4.0,1.0,3.0,4.5,TRUE,2025-02-06,
1206,41,Try a new craft technique,Creative,Health & wellbeing,06/04/2025,06 Apr 2025,New,0.0,3.0,3.0,,2.0,2.4,No,,
1207,108,Repair a strained relationship,Relationships,Financial security,02-04-2025,16/03/2025,Started,0.0,3.0,1.0,2.0,2.0,4.9,no,,
1208,192,Update personal records,HOME & ADMIN,Creative expression,25 Jan 2024,25/01/2024,New,0.0,4.0,3.0,3.0,2.0,12.2,0,,
1209,258,Renew an expiring document,home/admin,Curiosity / fun,01-14-2024,03-09-2024,abandoned,0.0,1.0,1.0,4.0,1.0,1.2,no,,Blocked by dependency
1210,127,Book a long-postponed trip, Travel,Creative expression,19 Mar 2024,2024-04-26,Planned,0.0,1.0,4.0,3.0,1.0,3.3,,,
1211,85,Start a reading challenge,hobby,Social connection,11-10-2024,10/11/2024,Created,0.0,5.0,4.0,,2.0,14.6,,,
1212,95, Repair a strained relationship  ,relationships,Career advancement,14/02/2024,2024/04/17,Planned,0.0,2.0,1.0,1.0,2.0,35.9,yes,2024-08-13,
1213,76,Review and cut subscriptions,financial,Obligation / should-do,17 Aug 2023,08-17-2023,CREATED,0.0,2.0,3.0,3.0,5.0,3.9,1,2023-10-19,
1214,241,Start journaling regularly,Hobbies,Curiosity / fun,09 Mar 2023,04-23-2023,PLANNED,0.0,3.0,2.0,3.0,2.0,8.5,Y,2023-08-29,
1215,234,Learn SQL properly,Learning & Skills,Curiosity / fun,15/05/2023,2023-05-23,RESEARCHED,0.4,5.0,4.0,4.0,3.0,17.6,Y,2023-07-28,
1216,186,FIND A MENTOR IN MY FIELD,career,Obligation / should-do,02-01-2025,2025/04/19,Continued,1.1,1.0,1.0,3.0,4.0,7.7,N,,
1217,297,Learn the basics of investing,FINANCIAL,Curiosity / fun,2024/01/21,2024/01/21,created,0.0,3.0,2.0,5.0,,10.0,FALSE,,
1218,96,Learn touch typing,Learning&Skills,Creative expression,2023/08/13,11 Jan 2024,Continued,1.7,2.0,3.0,3.0,5.0,,yes,2024-02-21,
1219,165,Research flights for a trip, Travel,Social connection,2024/10/29,2024-12-29,Researched,1.4,2.0,4.0,5.0,1.0,5.5,No,,
1220,57,Research visa requirements, Travel,Career advancement,2025-02-08,2025/04/16,Planned,0.0,3.0,3.0,5.0,1.0,55.7,FALSE,,
1221,254,Start a puzzle-solving habit,HOBBY,Social connection,2023/01/30,2023-01-30,CREATED,0.0,1.0,2.0,2.0,1.0,24.8,Yes,2023-08-11,
1222,214,Plan a weekend getaway, Travel,Health & wellbeing,03/02/2025,05-24-2025,worked on it,1.9,1.0,,4.0,1.0,11.2,,,
1223,260,Start meditating daily,FITNESS & HEALTH,Social connection,02-20-2023,20 Feb 2023,New,0.0,3.0,3.0,3.0,1.0,10.9,No,,
1224,250, Prepare for technical interviews  ,CAREER,Health & wellbeing,06 Sep 2024,26 Sep 2024,Researched,0.7,1.0,2.0,2.0,2.0,2.0,FALSE,,
1225,100,Learn to cook healthier meals,Fitness and Health,Social connection,05 Apr 2024,04-05-2024,CREATED,,3.0,1.0,3.0,1.0,2.4,1,2024-06-21,
1226,85,Start a reading challenge,HOBBY,Social connection,11-10-2024,2024-12-02,PLANNED,0.0,5.0,4.0,3.0,2.0,14.6,,,
1227,165,research flights for a trip,TRAVEL ,Social connection,29 Oct 2024,2025-02-01,continued work,0.7,2.0,4.0,5.0,1.0,5.5,FALSE,,
1228,7,Study for a certification exam,Learning & Skills,Curiosity / fun,10 Apr 2023,2023/06/20,Research,,2.0,4.0,3.0,1.0,17.1,,,
1229,155,Start a small blog,SIDE PROJECT,Creative expression,2023/06/10,25/06/2023,Research,0.9,3.0,1.0,4.0,3.0,14.3,Y,2023-10-17,
1230,282,Learn to cook healthier meals,Fitness & Health,Social connection,2023-03-11,06-01-2023,Continued,2.4,2.0,very low,5.0,1.0,6.5,False,,
1231,33,Compare insurance providers,Financial,Financial security,2025/06/12,07-02-2025,planning,0.0,2.0,3.0,4.0,1.0,19.4,False,,
1232,20,Start a small garden,HOBBY,Financial security,2024/08/20,2024/11/24,start,0.0,1.0,2.0,3.0,,6.6,False,,
1233,258,Renew an expiring document,Home & Admin,Curiosity / fun,14 Jan 2024,2024-02-10,researching,8.1,1.0,1.0,4.0,1.0,1.2,N,,
1234,291,Fix a recurring household issue,Home & Admin,Curiosity / fun,01/02/2024,2024-02-01,New,0.0,3.0,4.0,3.0,4.0,13.6,N,,
1235,313,Research flights for a trip,Travel,Health & wellbeing,31 May 2023,29/07/2023,delayed,0.0,3.0,1.0,1.0,2.0,15.8,FALSE,,Unclear next step
1236,200,Start sketching daily,Creativity,Career advancement,15 Oct 2024,2024-12-16,Started,-0.0,2.0,4.0,4.0,1.0,13.7,TRUE,2025-01-02,
1237,253,Plan a savings goal,FINANCIAL,Career advancement,08-20-2023,20 Aug 2023,CREATED,0.0,3.0,2.0,4.0,1.0,9.5,FALSE,,
1238,5,Start sketching daily,Creative,Personal growth,2024-08-26,12/09/2024,researching,1.1,4.0,,3.0,,5.0,True,2024-09-10,
1239,102,RESEARCH INVESTMENT OPTIONS,Finance,Health & wellbeing,10-06-2023,2023-10-06,created,0.0,2.0,1.0,2.0,2.0,3.9,no,,
1240,287,Plan a road trip route,Travel,Creative expression,10-29-2024,2025/02/24,Abandoned,0.0,3.0,3.0,4.0,1.0,,yes,2025-04-15,No accountability
1241,123,Practice a new software tool weekly,learning and skills,Financial security,2024/12/08,31 Mar 2025,abandoned,,3.0,2.0,3.0,1.0,73.8,,,Competing priorities
1242,13,set up a filing system,home/admin,Health & wellbeing,2023-08-03,2023/11/13,ABANDONED,0.0,2.0,2.0,2.0,1.0,17.0,No,,Lost interest
1243,254,Start a puzzle-solving habit,HOBBY,Social connection,01-30-2023,26 Mar 2023,researching,1.3,1.0,2.0,2.0,,24.8,True,2023-08-11,
1244,165,Research flights for a trip,TRAVEL ,Social connection,2024-10-29,2025/03/19,worked on it,5.0,2.0,4.0,5.0,1.0,5.5,no,,
1245,80,Learn a card or board game deeply,HOBBY,Curiosity / fun,09/02/2023,29 Mar 2023,researching,1.1,2.0,1.0,5.0,1.0,24.9,Y,2023-06-14,
1246,107, Plan a solo trip  ,Travel,Obligation / should-do,2023-12-27,2023-12-27,created,0.0,medium,1.0,3.0,1.0,4.5,,,
1247,51,Organize digital files,HOME & ADMIN,Personal growth,2023-02-21,2023/02/21,Created,0.0,1.0,3.0,5.0,2.0,2.1,No,,
1248,187,Write a long-overdue message,relationships,Personal growth,2024-05-22,06-22-2024,PUSHED BACK,0.0,2.0,4.0,1.0,1.0,12.1,no,,Perfectionism / fear of failure
1249,308,Try a new craft technique,CREATIVE ,Creative expression,25 Nov 2024,25/11/2024,New,0.0,1.0,3.0,low,1.0,0.6,No,,
1250,206,Build an emergency fund,financial,Career advancement,02 Aug 2024,26 Oct 2024,abandoned,0.0,3.0,2.0,3.0,3.0,3.3,0,,Lack of time
1251,40,Build an automation script,SideProject,Creative expression,2025-01-10,2025/03/03,Planned,0.0,3.0,1.0,3.0,2.0,2.9,,,
1252,217,Learn the basics of investing,FINANCIAL,Social connection,05-07-2023,2023-05-07,New,0.0,2.0,,3.0,5.0,11.5,no,,
1253,65,Learn touch typing,Learning&Skills,Curiosity / fun,2025-04-29,07-05-2025,continued work,0.3,3.0,3.0,2.0,5.0,3.3,TRUE,2025-05-13,
1254,282,Learn to cook healthier meals,FITNESS & HEALTH,Social connection,2023/03/11,02 May 2023,CONTINUED,5.3,2.0,1.0,5.0,1.0,6.5,,,
1255,110,Plan a date night routine,Relationship,Obligation / should-do,2024/11/15,15 Nov 2024,New,,2.0,3.0,3.0,1.0,4.7,FALSE,,
1256,13,Set up a filing system,home/admin,Health & wellbeing,03 Aug 2023,08-13-2023,RESEARCHED,,2.0,2.0,2.0,1.0,17.0,no,,
1257,234,Learn SQL properly,LEARNING & SKILLS,Curiosity / fun,15 May 2023,2023/06/12,PLANNED,0.0,5.0,4.0,4.0,3.0,17.6,Y,2023-07-28,
1258,160,Research a relocation destination,Travel,Obligation / should-do,2024/04/24,02 Jun 2024,RESEARCHED,705.0,4.0,2.0,4.0,1.0,8.4,FALSE,,
1259,235,Get a professional certification,career,Health & wellbeing,09-29-2023,29/09/2023,CREATED,0.0,4.0,2.0,3.0,2.0,4.1,Yes,2024-01-28,
1260,34,CONTRIBUTE TO AN OPEN-SOURCE PROJECT,Side Project,Social connection,2025/01/17,02-11-2025,researching,0.7,3.0,3.0,5.0,2.0,4.1,No,,
1261,225,Plan a road trip route, Travel,Social connection,22/02/2024,01/05/2024,PUSHED BACK,0.0,4.0,4.0,4.0,1.0,35.5,,,Competing priorities
1262,171,Build a personal data project,Side Project,Creative expression,04 Nov 2024,30 Nov 2024,planning,0.0,2.0,1.0,2.0,4.0,29.3,False,,
1263,135,Prototype a small app idea,SideProject,Creative expression,03-29-2023,29/03/2023,New,0.0,4.0,1.0,,1.0,2.3,1,2023-07-25,
1264,120,Research flights for a trip, Travel,Health & wellbeing,02-24-2025,17 Mar 2025,researching,1.6,2.0,,2.0,1.0,11.5,False,,
1265,120,Research flights for a trip, Travel,Health & wellbeing,24 Feb 2025,2025-04-17,Researched,2.7,2.0,,2.0,1.0,11.5,N,,
1266,173,Plan a solo trip, Travel,Social connection,2023-07-28,2023/09/11,worked on it,4.3,3.0,1.0,5.0,3.0,4.7,Yes,2023-09-13,
1267,92,READ ONE BOOK ON STATISTICS,LEARNING & SKILLS,Financial security,11-19-2024,2024/11/19,CREATED,0.0,2.0,2.0,2.0,1.0,2.8,False,,
1268,263,Plan a family visit,Relationship,Creative expression,2023/10/18,05 Dec 2023,delayed,0.0,3.0,3.0,5.0,2.0,,0,,Lost interest
1269,17,Send a thank-you note,RELATIONSHIPS,Curiosity / fun,2023/03/09,09 Mar 2023,CREATED,0.0,2.0,3.0,5.0,1.0,3.9,Yes,2023-08-15,
